,bengaliName,objectID,name,nameWithoutSubText,subText,mrp,corpPrice,price,shortDesc,longDesc,slug,doNotApplyDiscounts,picturesUrls,offerPicturesUrls,recursiveCategories,categories,manufacturers,blockSale,derivedProductVariant,unitQuantity,catalogItemType,productAvailabilityForSelectedWarehouse
0,আম গোপালভোগ ± ৫০ গ্রাম ৩ কেজি,16207,Mango Gopalbhog ± 50 gm 3 kg,Mango Gopalbhog ± 50 gm,3 kg,360.0,339.0,339.0,,,mango-gopalbhog-50-gm-3-kg,0,['https://chaldn.com/_mpimage/mango-gopalbhog-50-gm-3-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D78317&q=best&v=1'],['https://chaldn.com/_mpimage?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D156775&q=low&v=1'],"[11, 7, 2]",[11],"[502, 256]",0,[],1,Grocery,"[{'Quantity': 20, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1717777955693, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
1,ডেটল সোপ বাথিং বার অরিজিনাল জার্ম ডিফেন্স ৭৫ গ্রাম (ফ্রি টিফিন বক্স) ৩ টি,39673,Dettol Soap Bathing Bar Original Germ Defence 75 gm (Free Tiffin Box) 3 pcs,Dettol Soap Bathing Bar Original Germ Defence 75 gm (Free Tiffin Box),3 pcs,180.0,180.0,180.0,,"Highlights
●Dettol Original Soap comes with the Classic Dettol fragrance
●	Dettol Original Soap protects from 99.99 illness causing germs
●	Dettol Original Soap is a Grade 1 Soap- providing the best value for your purchase
●	Dettol is recommended by Bangladesh Private Medical Practitioners Association (BPMPA)
Description
Dettol soap Original bathing bar soap is a Grade-1. It comes with the classic Dettol fragrance. It cleanses and protects your skin for a hygienic clean and healthy, refreshing feeling every day. Be 100% sure. Get Dettol's trusted protection from a wide range of unseen germs. Dettol is recommended by Bangladesh Private Medical Practitioners Association (BPMPA). Available in Original, Cool, Skincare, Aloe Vera & Fresh variants.
Usage Information: Remove the wrapper and wet the soap, rub your palms together until soap is bubbly, apply soap over the entire body avoiding eye areas. Lastly, rinse yourself with water and dry up.
Safety Measure: This product is not edible. Keep away from eye area, rinse thoroughly if contacted. Consult a doctor immediately looking into the severity of the discomfort. Read label for detail.
About the Manufacturer: Dettol & Sword devices are registered trademark of Reckitt PLC. Dettol is protecting health for over 80 years and is used 2 billion times each day in over 124 countries. Dettol Soaps in Bangladesh is manufactured and marketed by Reckitt Bangladesh PLC.",dettol-soap-bathing-bar-original-germ-defence-75-gm-free-tiffin-box-3-pcs,0,"['https://chaldn.com/_mpimage/dettol-soap-bathing-bar-original-germ-defence-75-gm-free-tiffin-box-3-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D151122&q=best&v=1', 'https://chaldn.com/_mpimage/dettol-original-soap-bar-75-gm-free-tiffin-box-3-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D141449&q=best&v=1', 'https://chaldn.com/_mpimage/dettol-original-soap-bar-75-gm-free-tiffin-box-3-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D141450&q=best&v=1', 'https://chaldn.com/_mpimage/dettol-original-soap-bar-75-gm-free-tiffin-box-3-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D141451&q=best&v=1', 'https://chaldn.com/_mpimage/dettol-original-soap-bar-75-gm-free-tiffin-box-3-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D141452&q=best&v=1', 'https://chaldn.com/_mpimage/dettol-original-soap-bar-75-gm-free-tiffin-box-3-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D141453&q=best&v=1', 'https://chaldn.com/_mpimage/dettol-original-soap-bar-75-gm-free-tiffin-box-3-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D141454&q=best&v=1']",['https://chaldn.com/_mpimage?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D149095&q=low&v=1'],"[238, 1620, 1698, 30]","[238, 1620]","[458, 459, 494, 144]",0,[],1,Grocery,"[{'Quantity': 105, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1717777955693, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 3264, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1717907400000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1717864200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
2,চালডাল বেসিক ডিশ ওয়াশিং বার ৩০০ গ্রাম,30214,Chaldal Basic Dishwashing Bar 300 gm,Chaldal Basic Dishwashing Bar,300 gm,40.0,40.0,40.0,,"Chaldal Basic Dishwashing Bar with the power of 100 lemons helps to clean tough grease the fastest. It gives you a pleasant cleaning experience with its refreshing lemon fragrance. It removes stains easily. It is tough on stains, and gentle on your hands. Just take a little bit of Chaldal Basic Dishwashing Bar on your scrubber and clean your cooking vessels. So go ahead and enjoy the Chaldal Basic Dishwashing Bar experience.",chaldal-basic-dishwashing-bar-300-gm,0,"['https://chaldn.com/_mpimage/chaldal-basic-dishwashing-bar-300-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D149688&q=best&v=1', 'https://chaldn.com/_mpimage/chaldal-basic-dishwashing-bar-300-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D149543&q=best&v=1', 'https://chaldn.com/_mpimage/chaldal-basic-dishwashing-bar-300-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D149545&q=best&v=1']",['https://chaldn.com/_mpimage?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D152174&q=low&v=1'],"[83, 81, 238, 1737]","[83, 238, 1737]","[265, 277, 517, 531, 532]",0,[],1,Grocery,"[{'Quantity': 93, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1717777955693, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 8464, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1717907400000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1717864200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
3,চালডাল বেসিক সিনথেটিক ডিটারজেন্ট পাউডার ১ কেজি,49116,Chaldal Basic Synthetic Detergent Powder 1 kg,Chaldal Basic Synthetic Detergent Powder,1 kg,290.0,139.0,139.0,,"Chaldal Basic Synthetic detergent powder, a one stop solution for all your laundry woes.While learning new skills and having fun, children often come home with a variety of stains on their clothes and more so often on their very important uniforms. While you’re happy that they have these new experiences, the stains leave you worried. To fight these difficult stains you end up putting in a lot extra effort and use additional stain removers such as bleach, lemon etc. It’s time you switch to Chaldal Basic Synthetic detergent powder and say goodbye to long laundry drills and juggling with different stain removal products each day. Chaldal Basic Synthetic detergent powder is one of the premium most detergent powders available in Bangladesh and has X-Tra Clean particles that combine the power of different stain removing products such as bleach. The superior technology of Chaldal Basic Synthetic detergent powder removes a variety of common tough stains like oil, ketchup, chocolate, curry stains, tea etc. With X-tra cleaning particles, it makes for the perfect wash. So go on and order your pack of Chaldal Basic Synthetic detergent powder right away and let you kids gets out there, clean, smart and prepared to take on the world and leave the stains to us.",chaldal-basic-synthetic-detergent-powder-1-kg,0,"['https://chaldn.com/_mpimage/chaldal-basic-synthetic-detergent-powder-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D152235&q=best&v=1', 'https://chaldn.com/_mpimage/chaldal-basic-synthetic-detergent-powder-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D152276&q=best&v=1']",['https://chaldn.com/_mpimage?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D152484&q=low&v=1'],"[86, 81, 238, 1737]","[86, 238, 1737]",[517],0,[],1,Grocery,"[{'Quantity': 62, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1717777955693, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 60, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1717907400000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1717864200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
4,চালডাল বেসিক লিকুইড ডিসওয়াশ ৫০০ মিলি,49144,Chaldal Basic Liquid Dishwash 500 ml,Chaldal Basic Liquid Dishwash,500 ml,140.0,99.0,99.0,,"Chaldal Basic Liquid Dishwash, with double lemon power it cleans 2x number of dishes Vs Bars, gives you complete cleaning without leaving any residue, unlike Dishwash Bars. It is also great value for money with one spoon of Chaldal Basic Liquid Dishwash being enough to clean a full sink of dirty utensils. Its superior fragrance leaves your utensils smelling fresh, while its pH neutral formula is gentle on your hands. It also keeps your expensive utensils like non-stick cookware looking new for longer as it cleans without scratching the surface and is recommended for non-stick cookware. For cooking vessels, add a drop of Chaldal Basic Liquid Dishwash directly on the scrubber and wash to get rid of tough stains. For other utensils, tiffins and dishes, take a spoonful of Chaldal Basic Liquid Dishwash, mix it in a bowl of water use the mixture to wash.",chaldal-basic-liquid-dishwash-500-ml,0,"['https://chaldn.com/_mpimage/chaldal-basic-liquid-dishwash-500-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D152330&q=best&v=1', 'https://chaldn.com/_mpimage/chaldal-basic-liquid-dishwash-500-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D152333&q=best&v=1']",['https://chaldn.com/_mpimage?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D152483&q=low&v=1'],"[83, 81, 1471, 1737]","[83, 1471, 1737]",[517],0,[],1,Grocery,"[{'Quantity': 47, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1717777955693, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 1224, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1717907400000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1717864200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
5,হারপিক লিকুইড টয়লেট ক্লিনার ৭৫০ মিলি এ্যান্ড লাইজল সাইট্রাস ফ্লোর ক্লিনার ৫০০ মিলি (ফ্রি মগ) ২ টি,23889,Harpic Liquid Toilet Cleaner 750 ml & Lizol Citrus Floor Cleaner 500 ml (Free Mug) 2 pcs,Harpic Liquid Toilet Cleaner 750 ml & Lizol Citrus Floor Cleaner 500 ml (Free Mug),2 pcs,320.0,279.0,279.0,,"Highlights:
Harpic Lizol Double Protection Offer includes Harpic Toilet Cleaner Liquid 750ml and Lizol Floor Cleaner Disinfectant Surface Cleaner Citrus 500ml.
Removes tough stains from toilet
Leaves toilet sparkly Clean, hygienic and visibly neat 
Kills 99.9% of germs on toilet
Disinfectant Surface Cleaner: Removes powerful stains & kills 99.9% germs of all surfaces
Use directly or diluted for regular use, Suitable for cleaning all kinds of surfaces with Lizol.
Leaves a pleasant fragrance after a wipe with Lizol
Description:
Harpic Lizol Double Protection Offer includes Harpic Toilet Cleaner Liquid 750ml and Lizol Floor Cleaner Disinfectant Surface Cleaner Citrus 500ml.
Harpic Toilet Cleaner Liquid 750ml cleans from the rim to the u bend, it cleans tough stains, kills 99.9% of the germs and leaves the bowl smelling fresh and sparkling clean.
Exclusively formulated Lizol Floor Cleaner Disinfectant Surface Cleaner Citrus 500ml gives your home 10x better cleaning and germ kill than phenyl & detergents. It kills virus and 99.9% germs, removes tough stains from surfaces & leaves your home with pleasant fragrance.  Lizol is safe to use on all surfaces like Ceramic, Marble Granite, Mosaic.
Usage Information: For toilet, press Harpic Toilet Cleaner Liquid cap and twist to open, squeeze liquid around the toilet bowl and rim, leave for 5-10mins, finally scrub gently using a brush and flush.
For Floor/Surface, Mix 1 cap Lizol with water (half bucket) for cleaning home & bathroom surfaces. For kitchen, use Lizol directly without diluting with water. 
Safety Measure: This product is not edible. Consult a doctor immediately if consumed or directly contacted with eyes or skin. Read label for detail.
About the Manufacturer: Harpic is a registered Trademark of Reckitt PLC headquartered in England. The first Harpic product was manufactured during 1920s in England. Harpic is the number 1 selling toilet cleaner in the world. Harpic products are made in Bangladesh by Reckitt (Bangladesh) PLC.
Lizol & Lysol are brands of Reckitt PLC. Lizol products are manufactured and marketed in Bangladesh by Reckitt Bangladesh PLC.",harpic-liquid-toilet-cleaner-750-ml-lizol-citrus-floor-cleaner-500-ml-free-mug-2-pcs,0,"['https://chaldn.com/_mpimage/harpic-liquid-toilet-cleaner-750-ml-lizol-citrus-floor-cleaner-500-ml-free-mug-2-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D133360&q=best&v=1', 'https://chaldn.com/_mpimage/harpic-liquid-toilet-cleaner-750-ml-lizol-citrus-floor-cleaner-500-ml-free-mug-2-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D128123&q=best&v=1', 'https://chaldn.com/_mpimage/harpic-liquid-toilet-cleaner-750-ml-lizol-citrus-floor-cleaner-500-ml-free-mug-2-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D128124&q=best&v=1', 'https://chaldn.com/_mpimage/harpic-liquid-toilet-cleaner-750-ml-lizol-citrus-floor-cleaner-500-ml-free-mug-2-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D128125&q=best&v=1', 'https://chaldn.com/_mpimage/harpic-liquid-toilet-cleaner-750-ml-lizol-citrus-floor-cleaner-500-ml-free-mug-2-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D128126&q=best&v=1', 'https://chaldn.com/_mpimage/harpic-liquid-toilet-cleaner-750-ml-lizol-citrus-floor-cleaner-500-ml-free-mug-2-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D128127&q=best&v=1', 'https://chaldn.com/_mpimage/harpic-liquid-toilet-cleaner-750-ml-lizol-citrus-floor-cleaner-500-ml-free-mug-2-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D128128&q=best&v=1', 'https://chaldn.com/_mpimage/harpic-liquid-toilet-cleaner-750-ml-lizol-citrus-floor-cleaner-500-ml-free-mug-2-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D128129&q=best&v=1', 'https://chaldn.com/_mpimage/harpic-liquid-toilet-cleaner-750-ml-lizol-citrus-floor-cleaner-500-ml-free-mug-2-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D128130&q=best&v=1', 'https://chaldn.com/_mpimage/harpic-liquid-toilet-cleaner-750-ml-lizol-citrus-floor-cleaner-500-ml-free-mug-2-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D128131&q=best&v=1']",['https://chaldn.com/_mpimage?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D149535&q=low&v=1'],"[84, 81, 238, 1542, 81]","[84, 238, 1542]","[416, 420, 422, 462, 463, 144, 362, 494, 364, 257, 281, 287, 335, 472]",0,[],1,Grocery,"[{'Quantity': 1, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1717777955693, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 774, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1717907400000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1717864200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
6,ডেটল হ্যান্ডওয়াশ স্কিনকেয়ার লিকুইড রিফিল ১৭০ মিলি কম্বো (ফ্রি টিফিন বক্স) ২ টি,39505,Dettol Handwash Skincare Liquid Refill 170 ml Combo (Free Tiffin Box) 2 pcs,Dettol Handwash Skincare Liquid Refill 170 ml Combo (Free Tiffin Box),2 pcs,150.0,150.0,150.0,,"Highlights:
Dettol Handwash provides everyday protection and protects from 100 illness causing germs as per standard testing protocol. Daily use of Dettol Handwash keeps your hand clean and germ free. Dettol Handwash Liquid is recommended by Bangladesh Private Medical Practitioners Association. 
Safety Direction: for external use only. Keep out of reach of children unless under adult supervision. Avoid contact with eyes. In case of contact with eyes rinse immediately with of water. If persistent irritation occurs, get medical attention. Not to be used on children under 3 years of age. Store in cool and dry place.",dettol-handwash-skincare-liquid-refill-free-tiffin-box-170-ml-combo,0,"['https://chaldn.com/_mpimage/dettol-handwash-skincare-liquid-refill-170-ml-combo-free-tiffin-box-2-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D156378&q=best&v=1', 'https://chaldn.com/_mpimage/dettol-handwash-skincare-liquid-refill-free-tiffin-box-170-ml-combo?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D156382&q=best&v=1', 'https://chaldn.com/_mpimage/dettol-handwash-skincare-liquid-refill-free-tiffin-box-170-ml-combo?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D156383&q=best&v=1', 'https://chaldn.com/_mpimage/dettol-handwash-skincare-liquid-refill-free-tiffin-box-170-ml-combo?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D156384&q=best&v=1', 'https://chaldn.com/_mpimage/dettol-handwash-skincare-liquid-refill-free-tiffin-box-170-ml-combo?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D156385&q=best&v=1', 'https://chaldn.com/_mpimage/dettol-handwash-skincare-liquid-refill-free-tiffin-box-170-ml-combo?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D156386&q=best&v=1']",['https://chaldn.com/_mpimage?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D158179&q=low&v=1'],"[238, 1638, 40, 30]","[238, 1638]","[457, 458, 459]",0,[],1,Grocery,"[{'Quantity': 1, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1717777955693, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 134, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1717907400000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1717864200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
7,ডেটল স্কিনকেয়ার বডিওয়াশ (ফ্রী লুফা) ২৫০ মিলি,24359,Dettol Skincare Bodywash (Free Loofah) 250 ml,Dettol Skincare Bodywash (Free Loofah),250 ml,200.0,200.0,200.0,,"Highlights
●	Dettol’s trusted germ protection with Rose & Sakura blossom
●	Keeps your skin feeling healthy and soft
●	8 Hour long lasting moisture
●	pH-balanced formula with no TCC & Triclosan
●	Dermatologically tested
Description
Dettol Skincare bodywash combines Dettol’s trusted germ protection with Sakura Blossom fragrance to give you 8-hour moisture and leaves your skin feeling healthy and soft. Dettol gives you 100% better germ protection versus non-antibacterial products, as tested against bacteria. It has a pH-balanced formulation with no TCC & Triclosan and has been dermatologically tested.
Usage Direction: For the best lather, place a small amount of Dettol shower gel onto a shower puff or your palm and massage onto your body then rinse with water. 
Safety Direction: For external use only. Keep out of reach of children unless under adult supervision. Not to be used for children under 3 years of age. Avoid direct contact with eyes. In case of contact with eyes, rinse immediately with plenty of water. If persistent irritation occurs, get medical attention. Store in a cool and dry place. 
About the Manufacturer: Dettol Body Wash is made in Bangladesh by Reckitt Benckiser Bangladesh PLC. Dettol is a registered Trademark of Reckitt Benckiser PLC headquartered in England. The first Dettol product was manufactured in the year 1932 in England. Dettol is now the world’s most trusted germ kill brand.",dettol-skincare-bodywash-free-loofah-250-ml,0,"['https://chaldn.com/_mpimage/dettol-skincare-bodywash-free-loofah-250-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D149410&q=best&v=1', 'https://chaldn.com/_mpimage/dettol-skincare-bodywash-rose-sakura-blossom-free-loofah-250-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D131120&q=best&v=1', 'https://chaldn.com/_mpimage/dettol-skincare-bodywash-rose-sakura-blossom-free-loofah-250-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D131121&q=best&v=1', 'https://chaldn.com/_mpimage/dettol-skincare-bodywash-rose-sakura-blossom-free-loofah-250-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D131122&q=best&v=1', 'https://chaldn.com/_mpimage/dettol-skincare-bodywash-rose-sakura-blossom-free-loofah-250-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D131123&q=best&v=1', 'https://chaldn.com/_mpimage/dettol-skincare-bodywash-rose-sakura-blossom-free-loofah-250-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D131124&q=best&v=1', 'https://chaldn.com/_mpimage/dettol-skincare-bodywash-rose-sakura-blossom-free-loofah-250-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D131125&q=best&v=1']",['https://chaldn.com/_mpimage?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D153365&q=low&v=1'],"[1610, 1494, 30, 1639, 1495, 30]","[1610, 1639]","[398, 399, 420, 421, 458, 459, 494, 144, 281, 295, 388]",0,[],1,Grocery,"[{'Quantity': 1, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1717777955693, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 258, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1717907400000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1717864200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
